Val Verde,"1,562,909","1,555,230 1,594,939","1,571,222",99,,-0.5 2.6 -1.5 114
Van Zandt,"1,105,177","1,129,397 1,128,834","1,152,647",124,,2.2 0.0 2.1 49
Victoria,"3,944,993","4,145,968 4,105,372","3,755,181",55,,5.1 -1.0 -8.5 184
Walker,"1,925,602","1,964,298 1,991,487","1,992,807",88,,2.0 1.4 0.1 87
Waller,"2,187,598","2,307,370 2,598,170","2,629,926",72,,5.5 12.6 1.2 65
Ward,"3,479,874","4,455,701 5,928,199","4,435,082",48,28.0,33.0 -25.2 250
Washington,"1,475,050","1,636,728 1,752,390","1,717,100",96,11.0,7.1 -2.0 124
Webb,"12,708,793","12,016,656 12,562,847","12,152,308",21,,-5.4 4.5 -3.3 145
"",,Real gross domestic product,,,,Percent change from preceding period
"",,Thousands of chained (2012) dollars,,Rank in state,,Percent change Rank in state
"",2017,2018 2019,2020,2020,2018,2019 2020 2020
Wharton,"1,722,294","1,730,007 1,936,733","1,914,285",90,,0.4 11.9 -1.2 109
Wheeler,"1,237,277","1,006,986 912,127","821,302",151,-18.6,-9.4 -10.0 195
Wichita,"5,153,944","5,247,095 5,480,299","5,257,261",44,,1.8 4.4 -4.1 153
Wilbarger,"691,324","761,120 797,944","717,987",165,10.1,4.8 -10.0 197
Willacy,"465,028","534,328 513,654","519,082",176,14.9,-3.9 1.1 71
Williamson,"19,454,645","20,636,198 22,043,948","22,642,842",12,,6.1 6.8 2.7 45
Wilson,"969,508","1,048,305 1,193,728","1,113,996",126,,8.1 13.9 -6.7 174
Winkler,"1,318,582","1,841,329 2,394,287","2,180,519",80,39.6,30.0 -8.9 185
Wise,"3,397,039","3,311,339 3,438,374","3,222,100",62,,-2.5 3.8 -6.3 171
Wood,"1,753,941","1,727,364 1,731,404","1,707,360",97,,-1.5 0.2 -1.4 113
Yoakum,"3,276,921","3,184,302 3,426,395","2,674,793",71,,-2.8 7.6 -21.9 244
Young,"896,729","880,075 874,240","830,728",149,,-1.9 -0.7 -5.0 161
Zapata,"896,599","853,822 879,421","759,737",159,,-4.8 3.0 -13.6 221
Zavala,"1,016,893","904,312 1,039,023","909,302",141,-11.1,14.9 -12.5 216
Utah,"154,367,264","163,326,980 171,134,713","171,370,106",--,,5.8 4.8 0.1 --
Beaver,"376,708","337,397 419,707","386,880",22,-10.4,24.4 -7.8 25
Box Elder,"2,149,418","2,176,025 2,306,970","2,363,802",8,,1.2 6.0 2.5 4
Cache,"4,738,827","5,028,835 5,241,528","5,318,251",6,,6.1 4.2 1.5 8
Carbon,"1,016,880","1,033,391 1,138,829","1,142,554",13,,1.6 10.2 0.3 13
Daggett,"158,504","174,874 132,768","120,812",27,10.3,-24.1 -9.0 26
Davis,"13,061,671","13,833,407 14,303,118","14,549,508",3,,5.9 3.4 1.7 6
Duchesne,"1,164,258","1,116,708 1,155,080","1,101,578",14,,-4.1 3.4 -4.6 21
Emery,"896,423","853,705 932,010","892,903",16,,-4.8 9.2 -4.2 20
Garfield,"239,300","239,280 250,021","244,793",25,,0.0 4.5 -2.1 18
Grand,"540,098","572,075 609,264","564,401",19,,5.9 6.5 -7.4 24
Iron,"1,425,431","1,576,535 1,701,006","1,723,245",10,10.6,7.9 1.3 9
Juab,"380,955","447,232 482,760","478,906",20,17.4,7.9 -0.8 17
Kane,"306,036","315,980 319,389","327,254",23,,3.2 1.1 2.5 5
Millard,"807,956","785,465 828,757","826,285",18,,-2.8 5.5 -0.3 14
Morgan,"259,745","278,684 285,871","288,741",24,,7.3 2.6 1.0 11
Piute,"81,194","85,152 71,661","60,477",29,,4.9 -15.8 -15.6 29
Rich,"146,114","151,303 148,732","143,047",26,,3.6 -1.7 -3.8 19
Salt Lake,"78,696,986","83,248,540 86,713,524","86,272,939",1,,5.8 4.2 -0.5 15
San Juan,"505,499","483,379 506,988","453,246",21,,-4.4 4.9 -10.6 28
Sanpete,"786,471","864,661 816,725","847,901",17,,9.9 -5.5 3.8 2
Sevier,"1,139,066","1,159,515 1,187,481","1,193,005",12,,1.8 2.4 0.5 12
Summit,"2,996,954","3,138,999 3,150,354","2,934,507",7,,4.7 0.4 -6.9 23
Tooele,"1,655,372","1,710,492 1,786,767","1,904,150",9,,3.3 4.5 6.6 1
Uintah,"1,922,518","1,829,419 1,860,884","1,671,998",11,,-4.8 1.7 -10.2 27
Utah,"22,691,691","24,827,577 26,983,699","27,406,079",2,,9.4 8.7 1.6 7
Wasatch,"857,261","878,409 969,549","907,763",15,,2.5 10.4 -6.4 22
Washington,"5,441,977","5,810,996 6,041,044","6,111,685",5,,6.8 4.0 1.2 10
Wayne,"94,018","104,526 108,355","107,599",28,11.2,3.7 -0.7 16
Weber,"9,585,341","9,935,880 10,347,584","10,656,466",4,,3.7 4.1 3.0 3
Vermont,"29,500,860","29,616,357 29,902,839","28,648,501",--,,0.4 1.0 -4.2 --
Addison,"1,541,553","1,564,126 1,579,129","1,512,084",7,,1.5 1.0 -4.2 8
Bennington,"1,502,213","1,528,459 1,543,050","1,450,989",8,,1.7 1.0 -6.0 12
Caledonia,"1,003,149","999,735 1,005,625","995,643",9,,-0.3 0.6 -1.0 2
Chittenden,"10,365,454","10,490,791 10,632,821","10,104,070",1,,1.2 1.4 -5.0 9
Essex,"140,965","138,864 138,075","139,044",14,,-1.5 -0.6 0.7 1
Franklin,"1,909,215","1,917,373 1,963,786","1,935,667",6,,0.4 2.4 -1.4 3
Grand Isle,"187,693","178,245 188,046","177,350",13,,-5.0 5.5 -5.7 11
Lamoille,"1,033,607","1,042,062 1,018,478","953,731",11,,0.8 -2.3 -6.4 14
Orange,"745,557","752,892 740,394","718,858",12,,1.0 -1.7 -2.9 6
Orleans,"952,665","956,840 979,997","955,054",10,,0.4 2.4 -2.5 5
Rutland,"2,384,413","2,351,263 2,352,696","2,210,718",4,,-1.4 0.1 -6.0 13
Washington,"3,300,306","3,295,636 3,367,064","3,299,058",2,,-0.1 2.2 -2.0 4
Windham,"2,095,079","2,065,680 2,052,930","1,941,737",5,,-1.4 -0.6 -5.4 10
Windsor,"2,346,523","2,344,668 2,354,202","2,267,880",3,,-0.1 0.4 -3.7 7
"",,Real gross domestic product,,,,Percent change from preceding period
"",,Thousands of chained (2012) dollars,,Rank in state,,Percent change Rank in state
"",2017,2018 2019,2020,2020,2018,2019 2020 2020
Virginia,"466,724,807","477,819,754 487,251,631","473,817,451",--,,2.4 2.0 -2.8 --
Accomack,"1,507,076","1,557,549 1,582,822","1,656,169",40,,3.3 1.6 4.6 9
Amelia,"303,986","261,259 268,156","256,072",94,-14.1,2.6 -4.5 73
Amherst,"745,004","758,910 735,759","709,618",63,,1.9 -3.1 -3.6 64
Appomattox,"264,832","268,322 262,388","281,105",91,,1.3 -2.2 7.1 4
Arlington,"30,886,548","32,080,964 32,930,931","32,373,194",2,,3.9 2.6 -1.7 45
Bath,"197,323","183,505 217,236","197,150",100,,-7.0 18.4 -9.2 103
Bedford,"1,814,700","1,843,730 1,811,923","1,749,888",38,,1.6 -1.7 -3.4 62
Bland,"193,882","207,546 205,737","202,658",99,,7.0 -0.9 -1.5 41
Botetourt,"1,099,870","1,139,498 1,156,685","1,108,120",50,,3.6 1.5 -4.2 70
Brunswick,"750,008","716,114 715,542","772,591",61,,-4.5 -0.1 8.0 3
Buchanan,"1,021,166","1,054,989 1,099,109","996,527",55,,3.3 4.2 -9.3 104
Buckingham,"478,315","503,265 487,257","504,888",73,,5.2 -3.2 3.6 14
Caroline,"685,387","688,540 673,499","700,613",66,,0.5 -2.2 4.0 11
Charles City,"190,940","193,504 200,759","205,215",98,,1.3 3.7 2.2 17
Charlotte,"243,589","234,445 227,662","215,249",97,,-3.8 -2.9 -5.5 89
Chesterfield,"14,044,803","14,244,887 14,348,174","14,108,497",9,,1.4 0.7 -1.7 44
Clarke,"451,423","451,177 442,927","410,669",79,,-0.1 -1.8 -7.3 100
Craig,"89,805","93,070 91,025","87,272",104,,3.6 -2.2 -4.1 69
Culpeper,"1,581,018","1,672,951 1,679,918","1,659,574",39,,5.8 0.4 -1.2 33
Cumberland,"152,065","142,113 138,125","131,280",103,,-6.5 -2.8 -5.0 83
Dickenson,"473,679","485,317 515,326","592,527",68,,2.5 6.2 15.0 1
Essex,"343,694","347,580 351,770","332,796",87,,1.1 1.2 -5.4 88
Fauquier,"2,449,747","2,595,398 2,516,311","2,481,178",32,,5.9 -3.0 -1.4 39
Floyd,"327,922","355,542 335,294","323,558",89,,8.4 -5.7 -3.5 63
Fluvanna,"846,416","813,178 814,184","762,339",62,,-3.9 0.1 -6.4 96
Franklin,"1,387,398","1,410,645 1,387,760","1,368,696",43,,1.7 -1.6 -1.4 37
Giles,"446,869","463,204 445,583","468,478",75,,3.7 -3.8 5.1 7
Gloucester,"784,083","800,164 811,148","797,129",59,,2.1 1.4 -1.7 48
Goochland,"2,081,059","2,032,587 2,273,664","2,366,289",33,,-2.3 11.9 4.1 10
Grayson,"239,468","271,543 260,007","246,780",95,13.4,-4.2 -5.1 85
Greene,"419,126","421,789 421,735","402,655",80,,0.6 0.0 -4.5 74
Halifax,"1,197,978","1,167,507 1,089,647","1,042,197",53,,-2.5 -6.7 -4.4 72
Hanover,"5,138,376","5,262,917 5,378,892","5,219,160",23,,2.4 2.2 -3.0 61
Henrico,"25,383,730","26,168,420 26,686,265","25,429,567",4,,3.1 2.0 -4.7 79
Highland,"72,324","67,916 68,674","67,698",105,,-6.1 1.1 -1.4 40
Isle of Wight,"1,397,117","1,371,264 1,267,956","1,268,654",45,,-1.9 -7.5 0.1 22
King and Queen,"126,588","127,197 127,542","132,230",102,,0.5 0.3 3.7 12
King George,"1,737,283","1,764,056 1,822,792","1,863,791",37,,1.5 3.3 2.2 16
King William,"451,799","458,233 469,472","465,660",76,,1.4 2.5 -0.8 26
Lancaster,"403,444","409,234 409,913","392,674",82,,1.4 0.2 -4.2 71
Lee,"372,803","375,876 367,913","362,390",84,,0.8 -2.1 -1.5 42
Loudoun,"25,098,934","26,619,370 27,268,208","25,471,303",3,,6.1 2.4 -6.6 97
Louisa,"2,024,398","2,052,049 1,983,012","1,985,543",36,,1.4 -3.4 0.1 21
Lunenburg,"211,262","211,136 210,841","223,151",96,,-0.1 -0.1 5.8 6
Madison,"321,880","338,196 330,903","315,583",90,,5.1 -2.2 -4.6 78
Mathews,"183,182","193,611 199,538","190,398",101,,5.7 3.1 -4.6 75
Mecklenburg,"884,265","896,249 901,123","891,154",57,,1.4 0.5 -1.1 31
Middlesex,"347,772","349,040 345,289","325,568",88,,0.4 -1.1 -5.7 93
Nelson,"460,559","487,520 482,176","473,468",74,,5.9 -1.1 -1.8 49
New Kent,"433,804","458,223 496,686","529,313",71,,5.6 8.4 6.6 5
Northampton,"448,568","453,547 449,593","513,723",72,,1.1 -0.9 14.3 2
Northumberland,"354,856","377,891 406,156","400,948",81,,6.5 7.5 -1.3 34
Nottoway,"480,718","463,504 471,813","458,838",77,,-3.6 1.8 -2.8 57
Orange,"994,156","1,040,893 1,050,074","1,030,798",54,,4.7 0.9 -1.8 50
Page,"584,584","575,950 595,270","567,827",70,,-1.5 3.4 -4.6 77
Patrick,"396,887","383,086 384,345","365,421",83,,-3.5 0.3 -4.9 81
Powhatan,"703,233","712,483 738,854","709,355",64,,1.3 3.7 -4.0 67
Prince Edward,"639,378","640,226 651,059","639,857",67,,0.1 1.7 -1.7 47
Pulaski,"1,077,476","1,215,552 1,255,179","1,157,014",48,12.8,3.3 -7.8 101
Rappahannock,"317,178","297,245 294,664","279,438",92,,-6.3 -0.9 -5.2 86
Richmond,"253,726","270,061 265,206","265,634",93,,6.4 -1.8 0.2 20
"",,Real gross domestic product,,,,Percent change from preceding period
"",,Thousands of chained (2012) dollars,,Rank in state,,Percent change Rank in state
"",2017,2018 2019,2020,2020,2018,2019 2020 2020
Russell,"587,726","635,636 616,876","586,286",69,,8.2 -3.0 -5.0 84
Scott,"354,916","379,429 377,405","356,630",85,,6.9 -0.5 -5.5 90
Shenandoah,"1,445,101","1,562,105 1,641,286","1,608,893",41,,8.1 5.1 -2.0 51
Smyth,"925,388","955,623 947,116","892,718",56,,3.3 -0.9 -5.7 94
Stafford,"4,940,383","5,131,716 5,183,674","5,232,767",22,,3.9 1.0 0.9 19
Surry,"1,089,133","992,394 1,006,495","1,043,411",52,,-8.9 1.4 3.7 13
Sussex,"322,710","320,191 340,831","336,774",86,,-0.8 6.4 -1.2 32
Tazewell,"1,145,683","1,182,308 1,133,180","1,068,945",51,,3.2 -4.2 -5.7 91
Warren,"1,605,543","1,566,361 1,620,127","1,604,534",42,,-2.4 3.4 -1.0 28
Westmoreland,"411,653","428,106 432,216","452,358",78,,4.0 1.0 4.7 8
Wythe,"1,531,448","1,453,974 1,307,389","1,174,737",47,,-5.1 -10.1 -10.1 105
Independent cities,,,,,,
Alexandria,"13,547,155","13,665,514 13,368,490","12,717,905",10,,0.9 -2.2 -4.9 80
Chesapeake,"8,978,339","9,209,104 9,344,726","9,245,880",13,,2.6 1.5 -1.1 30
Hampton,"6,108,233","5,986,038 6,044,414","5,961,992",18,,-2.0 1.0 -1.4 36
Newport News,"11,220,606","11,742,199 12,114,711","11,074,397",11,,4.6 3.2 -8.6 102
Norfolk,"19,384,990","18,235,054 17,772,146","16,538,166",8,,-5.9 -2.5 -6.9 99
Portsmouth,"5,277,141","5,189,970 5,472,530","5,397,171",20,,-1.7 5.4 -1.4 38
Richmond,"19,920,987","20,325,610 20,694,025","20,351,928",5,,2.0 1.8 -1.7 43
Roanoke,"6,407,459","6,449,434 6,377,991","6,220,609",16,,0.7 -1.1 -2.5 55
Suffolk,"3,279,468","3,355,724 3,506,623","3,596,378",27,,2.3 4.5 2.6 15
Virginia Beach,"19,643,682","19,355,916 19,685,107","19,347,452",6,,-1.5 1.7 -1.7 46
Combination areas2,,,,,,
Albemarle + Charlottesville,"10,396,661","10,712,267 10,735,480","10,310,276",12,,3.0 0.2 -4.0 66
Alleghany + Covington,"768,153","788,214 811,717","774,533",60,,2.6 3.0 -4.6 76
"Augusta, Staunton + Waynesboro","4,617,952","4,670,749 4,707,372","4,609,829",25,,1.1 0.8 -2.1 53
Campbell + Lynchburg,"6,317,663","6,714,874 6,754,237","6,289,917",15,,6.3 0.6 -6.9 98
Carroll + Galax,"877,480","877,994 849,492","837,959",58,,0.1 -3.2 -1.4 35
"Dinwiddie, Colonial Heights + Petersburg","2,524,565","2,578,009 2,574,955","2,517,728",31,,2.1 -0.1 -2.2 54
"Fairfax, Fairfax City + Falls Church","104,464,033","108,747,641 113,780,472","111,485,438",1,,4.1 4.6 -2.0 52
Frederick + Winchester,"5,773,640","5,920,638 6,050,372","6,049,511",17,,2.5 2.2 0.0 23
Greensville + Emporia,"701,307","755,693 1,206,961","1,221,340",46,,7.8 59.7 1.2 18
Henry + Martinsville,"1,925,139","1,943,566 2,009,153","1,989,417",35,,1.0 3.4 -1.0 29
James City + Williamsburg,"4,625,884","4,684,043 4,746,291","4,448,308",26,,1.3 1.3 -6.3 95
Montgomery + Radford,"4,743,049","4,910,342 4,763,167","4,629,063",24,,3.5 -3.0 -2.8 58
Pittsylvania + Danville,"3,085,182","3,157,783 3,166,653","3,074,152",29,,2.4 0.3 -2.9 60
Prince George + Hopewell,"3,570,328","3,545,937 3,581,002","3,570,131",28,,-0.7 1.0 -0.3 24
"Prince William, Manassas + Manassas Park","18,365,274","18,763,606 19,239,417","19,098,906",7,,2.2 2.5 -0.7 25
Roanoke + Salem,"5,546,460","5,660,474 5,554,460","5,348,757",21,,2.1 -1.9 -3.7 65
"Rockbridge, Buena Vista + Lexington","1,135,712","1,123,561 1,168,656","1,110,828",49,,-1.1 4.0 -4.9 82
Rockingham + Harrisonburg,"7,010,731","7,187,876 7,340,930","7,277,406",14,,2.5 2.1 -0.9 27
Southampton + Franklin,"651,726","658,918 723,195","705,192",65,,1.1 9.8 -2.5 56
Spotsylvania + Fredericksburg,"5,485,829","5,653,892 5,705,526","5,542,813",19,,3.1 0.9 -2.9 59
Washington + Bristol,"3,150,315","3,307,188 3,191,437","3,060,030",30,,5.0 -3.5 -4.1 68
Wise + Norton,"1,476,296","1,495,564 1,391,533","1,319,560",44,,1.3 -7.0 -5.2 87
York + Poquoson,"2,382,028","2,437,228 2,495,154","2,353,079",34,,2.3 2.4 -5.7 92
Washington,"482,824,072","515,629,948 535,980,514","532,861,932",--,,6.8 3.9 -0.6 --
Adams,"762,229","878,912 923,667","979,179",28,15.3,5.1 6.0 4
Asotin,"590,842","602,739 610,859","607,737",32,,2.0 1.3 -0.5 15
Benton,"10,402,338","10,603,373 10,969,021","10,720,964",9,,1.9 3.4 -2.3 26
Chelan,"4,062,732","4,162,104 4,175,503","4,106,130",14,,2.4 0.3 -1.7 19
Clallam,"2,182,802","2,265,142 2,281,222","2,242,717",20,,3.8 0.7 -1.7 20
Clark,"18,115,389","19,227,734 19,842,592","19,525,979",5,,6.1 3.2 -1.6 18
Columbia,"359,502","344,853 357,570","324,842",35,,-4.1 3.7 -9.2 38
Cowlitz,"4,176,237","4,360,515 4,585,917","4,467,111",13,,4.4 5.2 -2.6 27
Douglas,"1,755,422","1,758,799 1,640,444","1,677,969",22,,0.2 -6.7 2.3 7
Ferry,"190,981","180,489 179,214","190,734",37,,-5.5 -0.7 6.4 3
Franklin,"3,376,166","3,569,077 3,725,217","3,681,256",15,,5.7 4.4 -1.2 16
Garfield,"124,539","139,978 143,783","151,519",38,12.4,2.7 5.4 5
Grant,"5,603,339","5,602,664 5,218,536","5,886,898",12,,0.0 -6.9 12.8 1
Grays Harbor,"2,162,210","2,210,750 2,254,969","2,112,178",21,,2.2 2.0 -6.3 33
"",,Real gross domestic product,,,,Percent change from preceding period
"",,Thousands of chained (2012) dollars,,Rank in state,,Percent change Rank in state
"",2017,2018 2019,2020,2020,2018,2019 2020 2020
Island,"2,942,919","2,882,675 2,940,564","2,955,560",17,,-2.0 2.0 0.5 13
Jefferson,"895,004","947,976 983,896","963,548",29,,5.9 3.8 -2.1 23
King,"254,627,261","277,727,786 293,178,141","297,082,414",1,,9.1 5.6 1.3 9
Kitsap,"10,806,173","11,095,961 11,275,707","11,337,915",8,,2.7 1.6 0.6 12
Kittitas,"1,510,639","1,577,770 1,633,671","1,601,391",23,,4.4 3.5 -2.0 22
Klickitat,"1,158,963","1,339,667 1,583,910","1,442,939",25,15.6,18.2 -8.9 37
Lewis,"2,828,956","2,971,704 3,128,591","2,923,791",18,,5.0 5.3 -6.5 34
Lincoln,"389,026","415,068 432,953","473,108",33,,6.7 4.3 9.3 2
Mason,"1,365,200","1,497,158 1,476,139","1,422,016",26,,9.7 -1.4 -3.7 28
Okanogan,"1,429,356","1,372,123 1,441,381","1,449,508",24,,-4.0 5.0 0.6 11
Pacific,"634,647","647,232 661,546","632,682",31,,2.0 2.2 -4.4 29
Pend Oreille,"534,667","549,006 532,752","458,217",34,,2.7 -3.0 -14.0 39
Pierce,"37,109,502","38,833,422 40,008,149","39,229,897",3,,4.6 3.0 -1.9 21
San Juan,"697,858","726,626 716,828","674,873",30,,4.1 -1.3 -5.9 32
Skagit,"6,946,349","7,054,651 7,115,536","6,734,062",11,,1.6 0.9 -5.4 31
Skamania,"271,806","269,602 245,424","253,310",36,,-0.8 -9.0 3.2 6
Snohomish,"43,906,371","45,496,815 45,380,868","42,223,516",2,,3.6 -0.3 -7.0 35
Spokane,"21,999,228","23,143,399 23,798,009","23,271,174",4,,5.2 2.8 -2.2 25
Stevens,"976,329","989,860 990,813","998,980",27,,1.4 0.1 0.8 10
Thurston,"11,559,502","12,276,631 12,511,137","12,241,719",7,,6.2 1.9 -2.2 24
Wahkiakum,"76,223","79,086 83,173","84,479",39,,3.8 5.2 1.6 8
Walla Walla,"3,252,470","3,284,986 3,245,485","3,012,455",16,,1.0 -1.2 -7.2 36
Whatcom,"11,425,803","12,410,945 13,629,262","12,901,131",6,,8.6 9.8 -5.3 30
Whitman,"2,205,617","2,364,898 2,320,680","2,287,089",19,,7.2 -1.9 -1.4 17
Yakima,"9,457,958","9,936,789 10,043,074","10,008,896",10,,5.1 1.1 -0.3 14
West Virginia,"71,459,391","73,114,192 72,542,927","69,711,564",--,,2.3 -0.8 -3.9 --
Barbour,"411,957","399,913 418,599","409,861",39,,-2.9 4.7 -2.1 14
Berkeley,"3,371,132","3,572,204 3,568,921","3,531,399",5,,6.0 -0.1 -1.1 9
Boone,"711,143","707,611 670,569","599,585",30,,-0.5 -5.2 -10.6 52
Braxton,"292,118","282,435 286,726","273,947",44,,-3.3 1.5 -4.5 28
Brooke,"939,128","949,357 1,023,404","988,117",19,,1.1 7.8 -3.4 21
Cabell,"4,378,787","4,486,653 4,519,107","4,343,283",3,,2.5 0.7 -3.9 25
Calhoun,"114,245","111,631 111,903","106,224",54,,-2.3 0.2 -5.1 37
Clay,"122,949","116,354 119,758","117,988",53,,-5.4 2.9 -1.5 11
Doddridge,"1,309,015","1,157,683 1,478,549","1,952,356",12,-11.6,27.7 32.0 2
Fayette,"1,025,480","1,025,299 1,024,217","926,824",20,,0.0 -0.1 -9.5 48
Gilmer,"183,579","181,069 183,047","176,909",49,,-1.4 1.1 -3.4 20
Grant,"451,963","416,040 391,569","416,204",38,,-7.9 -5.9 6.3 5
Greenbrier,"1,053,766","1,099,655 1,073,935","996,765",18,,4.4 -2.3 -7.2 44
Hampshire,"377,843","379,963 379,825","375,423",41,,0.6 0.0 -1.2 10
Hancock,"1,109,261","1,096,534 1,108,227","1,089,022",17,,-1.1 1.1 -1.7 12
Hardy,"442,536","476,659 526,454","509,266",36,,7.7 10.4 -3.3 19
Harrison,"4,114,388","4,385,714 4,377,636","4,146,374",4,,6.6 -0.2 -5.3 39
Jackson,"801,532","1,442,786 944,867","846,353",22,80.0,-34.5 -10.4 51
Jefferson,"1,514,903","1,573,228 1,609,123","1,503,131",13,,3.9 2.3 -6.6 43
Kanawha,"9,818,757","9,885,663 9,747,858","9,254,896",1,,0.7 -1.4 -5.1 36
Lewis,"596,603","676,473 665,325","548,543",34,13.4,-1.6 -17.6 54
Lincoln,"279,913","240,961 246,754","235,360",46,-13.9,2.4 -4.6 32
Logan,"1,218,179","1,304,274 1,306,305","1,167,130",16,,7.1 0.2 -10.7 53
McDowell,"589,067","570,668 586,172","530,127",35,,-3.1 2.7 -9.6 50
Marion,"2,259,493","2,234,842 2,268,371","2,094,660",11,,-1.1 1.5 -7.7 47
Marshall,"2,775,653","2,993,493 2,848,741","2,637,314",9,,7.8 -4.8 -7.4 45
Mason,"667,617","641,520 714,968","702,117",27,,-3.9 11.4 -1.8 13
Mercer,"1,554,036","1,538,344 1,548,261","1,469,976",15,,-1.0 0.6 -5.1 35
Mineral,"671,133","704,774 726,940","705,451",26,,5.0 3.1 -3.0 17
Mingo,"707,188","720,000 661,582","500,667",37,,1.8 -8.1 -24.3 55
Monongalia,"6,341,218","6,248,899 6,116,729","5,932,568",2,,-1.5 -2.1 -3.0 18
Monroe,"189,012","167,417 169,047","174,239",50,-11.4,1.0 3.1 6
Morgan,"286,505","296,600 302,883","283,461",43,,3.5 2.1 -6.4 42
Nicholas,"585,013","593,144 583,478","554,836",32,,1.4 -1.6 -4.9 34
Ohio,"3,576,622","3,599,197 3,420,746","3,297,437",6,,0.6 -5.0 -3.6 23
"",,Real gross domestic product,,,,Percent change from preceding period
"",,Thousands of chained (2012) dollars,,Rank in state,,Percent change Rank in state
"",2017,2018 2019,2020,2020,2018,2019 2020 2020
Pendleton,"160,626","133,792 138,189","127,906",52,-16.7,3.3 -7.4 46
Pleasants,"497,696","466,682 422,536","405,139",40,,-6.2 -9.5 -4.1 26
Pocahontas,"245,739","237,198 241,787","231,483",47,,-3.5 1.9 -4.3 27
Preston,"692,030","710,510 683,202","664,942",28,,2.7 -3.8 -2.7 15
Putnam,"2,480,992","2,710,304 2,592,552","2,520,702",10,,9.2 -4.3 -2.8 16
Raleigh,"2,725,348","2,791,925 2,889,597","2,723,082",8,,2.4 3.5 -5.8 41
Randolph,"785,910","804,026 817,551","771,061",25,,2.3 1.7 -5.7 40
Ritchie,"647,371","647,212 731,336","786,260",23,,0.0 13.0 7.5 4
Roane,"265,661","276,478 282,233","269,427",45,,4.1 2.1 -4.5 30
Summers,"194,613","187,546 190,107","183,476",48,,-3.6 1.4 -3.5 22
Taylor,"522,240","513,694 575,134","553,823",33,,-1.6 12.0 -3.7 24
Tucker,"308,397","305,014 292,143","291,391",42,,-1.1 -4.2 -0.3 8
Tyler,"668,961","597,849 681,423","779,077",24,-10.6,14.0 14.3 3
Upshur,"696,412","678,415 700,279","664,516",29,,-2.6 3.2 -5.1 38
Wayne,"923,473","961,844 961,678","918,008",21,,4.2 0.0 -4.5 31
Webster,"149,537","153,015 154,672","139,930",51,,2.3 1.1 -9.5 49
Wetzel,"916,144","830,176 977,845","1,495,328",14,,-9.4 17.8 52.9 1
Wirt,"62,888","67,641 61,369","58,415",55,,7.6 -9.3 -4.8 33
Wood,"3,196,403","3,198,632 3,115,737","2,975,660",7,,0.1 -2.6 -4.5 29
Wyoming,"592,208","605,605 551,634","559,985",31,,2.3 -8.9 1.5 7
Wisconsin,"292,311,180","299,416,044 303,891,178","291,715,832",--,,2.4 1.5 -4.0 --
Adams,"505,872","516,924 532,566","545,866",61,,2.2 3.0 2.5 4
Ashland,"663,580","657,888 674,573","627,256",55,,-0.9 2.5 -7.0 63
Barron,"1,944,367","2,074,333 1,980,728","1,933,072",29,,6.7 -4.5 -2.4 21
Bayfield,"398,512","417,756 419,615","396,347",66,,4.8 0.4 -5.5 56
Brown,"16,365,318","16,938,177 16,948,230","16,148,050",4,,3.5 0.1 -4.7 50
Buffalo,"442,365","504,924 448,784","482,086",64,14.1,-11.1 7.4 1
Burnett,"483,545","476,147 485,969","475,245",65,,-1.5 2.1 -2.2 16
Calumet,"1,478,651","1,511,348 1,544,541","1,504,719",36,,2.2 2.2 -2.6 23
Chippewa,"2,493,814","2,587,086 2,698,020","2,672,314",25,,3.7 4.3 -1.0 12
Clark,"1,343,432","1,396,691 1,418,479","1,293,271",38,,4.0 1.6 -8.8 66
Columbia,"2,617,204","2,643,395 2,598,307","2,540,063",26,,1.0 -1.7 -2.2 18
Crawford,"704,961","692,081 679,143","654,376",54,,-1.8 -1.9 -3.6 35
